"id","title","first","last","url","n1","n2","n3","n4","n5"
"001270","動かぬ鯨群","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1270_33331.html",54,48,46,30,22
"002606","カンカン虫殺人事件","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/2606_20608.html",56,50,46,32,24
"001271","寒の夜晴れ","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1271_24383.html",64,60,57,42,32
"001263","気狂い機関車","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1263_33431.html",62,54,49,31,23
"001269","銀座幽霊","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1269_28162.html",59,53,50,37,26
"046609","坑鬼","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/46609_28163.html",55,49,46,30,22
"004300","香水紳士","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/4300_42457.html",55,46,43,34,27
"001266","三狂人","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1266_34390.html",58,50,47,33,25
"001272","三の字旅行会","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1272_24382.html",66,59,57,43,31
"001262","死の快走船","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1262_34391.html",58,52,49,33,25
"001265","闖入者","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1265_34387.html",60,51,49,34,26
"001261","デパートの絞刑吏","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1261_20762.html",63,55,50,32,23
"001259","灯台鬼","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1259_20764.html",52,46,42,31,23
"001264","とむらい機関車","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1264_33432.html",60,55,51,34,26
"001267","白妖","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1267_34388.html",61,55,49,35,26
"043419","花束の虫","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/43419_16658.html",65,58,55,36,27
"001260","幽霊妻","大阪","圭吉","http://www.aozora.gr.jp/cards/000236/files/1260_42458.html",58,52,50,38,26
"050924","金山揷話","大鹿","卓","http://www.aozora.gr.jp/cards/001476/files/50924_47287.html",57,51,48,36,27
"049581","白峰の麓","大下","藤次郎","http://www.aozora.gr.jp/cards/001374/files/49581_38156.html",62,57,53,42,32
"049595","涸沢の岩小屋のある夜のこと","大島","亮吉","http://www.aozora.gr.jp/cards/000863/files/49595_35558.html",53,49,48,36,28
"046310","新しき世界の為めの新しき芸術","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/46310_34748.html",60,51,49,26,18
"004920","科学の不思議","大杉","栄","http://www.aozora.gr.jp/cards/001049/files/4920_40113.html",57,52,48,35,27
"050263","革命の研究","大杉","栄","http://www.aozora.gr.jp/cards/001229/files/50263_54025.html",63,53,51,33,24
"050507","革命の研究","大杉","栄","http://www.aozora.gr.jp/cards/001229/files/50507_50032.html",68,58,56,35,24
"050508","共産食堂","大杉","栄","http://www.aozora.gr.jp/cards/001229/files/50508_54021.html",71,62,61,39,30
"001007","鎖工場","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/1007_20610.html",62,48,45,28,20
"002583","獄中記","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/2583_20614.html",64,59,56,43,31
"004962","獄中消息","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/4962_15425.html",68,62,60,47,33
"001273","自叙伝","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/1273.html",67,64,62,50,34
"056692","新秩序の創造","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/56692_56005.html",63,54,52,38,24
"050510","青年に訴う","大杉","栄","http://www.aozora.gr.jp/cards/001229/files/50510_54018.html",66,55,53,35,24
"002312","生の拡充","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/2312_13472.html",0,0,0,0,0
"002311","征服の事実","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/2311_13471.html",71,53,51,29,18
"002584","続獄中記","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/2584_20616.html",62,57,54,41,29
"004108","男女関係について","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/4108_7689.html",71,65,63,49,29
"001006","奴隷根性論","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/1006_13470.html",59,51,48,30,23
"002582","日本脱出記","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/2582_20705.html",68,64,61,48,34
"056696","僕は精神が好きだ","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/56696_56004.html",67,55,55,32,20
"000911","遺言","大杉","栄","http://www.aozora.gr.jp/cards/000169/files/911.html",57,53,52,39,28
"043528","ことばのうみのおくがき","大槻","文彦","http://www.aozora.gr.jp/cards/000457/files/43528_17152.html",45,40,38,28,23
"057067","浴槽","大坪","砂男","http://www.aozora.gr.jp/cards/001824/files/57067_58185.html",60,56,53,37,28
"001029","藍色の蟇","大手","拓次","http://www.aozora.gr.jp/cards/000190/files/1029_20618.html",28,26,24,18,14
"046403","「香水の表情」に就いて","大手","拓次","http://www.aozora.gr.jp/cards/000190/files/46403_24378.html",53,47,39,23,17
"000967","蛇の花嫁","大手","拓次","http://www.aozora.gr.jp/cards/000190/files/967_20620.html",28,26,24,20,14
"051731","古事記","太","安万侶","http://www.aozora.gr.jp/cards/001518/files/51731_50813.html",52,45,43,33,28
"051732","古事記","太","安万侶","http://www.aozora.gr.jp/cards/001518/files/51732_44768.html",54,49,46,32,22
"047767","旅客機事件","大庭","武年","http://www.aozora.gr.jp/cards/001316/files/47767_33428.html",64,58,56,36,27
"046342","罪と覚悟","オー・ヘンリー","","http://www.aozora.gr.jp/cards/000097/files/46342_23166.html",64,58,56,41,30
"004828","魔女のパン","オー・ヘンリー","","http://cosmoshouse.com/works/loaves/loaves.htm",0,0,0,0,0
"057443","ダゴン","大堀","竜太郎","http://www.aozora.gr.jp/cards/001699/files/57443_58144.html",0,0,0,0,0
"045622","秋の筑波山","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/45622_21422.html",54,48,46,35,29
"048419","吾嬬の森","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48419_32380.html",49,42,40,30,24
"048352","一万尺の山嶽","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48352_32382.html",64,63,62,59,55
"048501","梅の吉野村","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48501_33551.html",59,53,51,39,31
"048420","親子遠足の感","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48420_32384.html",57,52,50,40,30
"048423","親馬鹿の旅","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48423_32397.html",54,50,47,37,29
"048315","粕壁夜行記","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48315_32399.html",70,63,59,42,36
"001275","月譜","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/1275_18924.html",44,40,37,25,19
"048430","鹿野山","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48430_33552.html",58,53,51,39,32
"048271","川魚料理","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48271_32482.html",60,55,53,41,32
"048316","川越夜行記","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48316_32401.html",62,59,55,41,33
"048674","牛経","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48674_34151.html",55,50,49,39,31
"048429","久地の梅林","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48429_32484.html",59,54,51,35,31
"048428","小石川台","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48428_32486.html",53,44,40,30,22
"048272","国府台","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48272_32506.html",51,48,45,32,26
"048418","小金井の桜","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48418_32502.html",48,44,42,31,26
"048273","小利根川の桜","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48273_32574.html",59,54,52,42,35
"048427","小日向台","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48427_32504.html",58,46,40,26,21
"048353","三里塚の桜","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48353_32573.html",60,56,53,38,30
"048502","常磐の山水","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48502_34152.html",57,52,49,37,27
"048354","新武蔵野の桜","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48354_32575.html",60,54,49,39,32
"048355","菅の堤の桜","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48355_32576.html",54,49,46,33,30
"048426","杉田の一夜","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48426_33553.html",53,49,47,35,27
"048356","千川の桜","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48356_32577.html",58,51,49,38,31
"049598","層雲峡より大雪山へ","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/49598_35560.html",58,52,49,37,29
"048274","千葉夜行記","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48274_32578.html",57,49,48,37,30
"048677","月の隅田川","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48677_34153.html",53,49,46,34,26
"048357","月の東京湾","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48357_32579.html",59,55,53,41,36
"048275","東京の近郊","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48275_33554.html",54,45,42,29,25
"048678","独笑記","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48678_34154.html",57,53,52,40,28
"048503","豊島ヶ岡","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48503_33555.html",60,52,51,35,30
"048424","中野あるき","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48424_32580.html",52,49,45,35,25
"048679","南洲留魂祠","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48679_34155.html",56,50,48,37,28
"048680","日月喩","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48680_34156.html",51,47,45,32,23
"048681","猫征伐","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48681_34157.html",54,47,44,33,27
"048682","箱根神社祈願の記","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48682_34158.html",52,47,44,36,28
"048317","春の郊外","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48317_32581.html",50,44,42,31,25
"048358","春の筑波山","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48358_32582.html",58,53,51,42,31
"048684","風船玉","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48684_34159.html",62,56,50,40,32
"048318","房州紀行","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48318_32583.html",51,46,45,36,27
"048421","房州の一夏","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48421_33556.html",59,55,52,39,32
"048422","北條より一ノ宮へ","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48422_33557.html",59,53,50,38,27
"048359","北総の十六島","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48359_32584.html",52,44,43,34,27
"048505","水戸観梅","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48505_33558.html",52,46,45,37,30
"048319","明治神宮と松","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48319_32585.html",53,49,48,27,21
"048360","八塩のいでゆ","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48360_32586.html",46,43,42,30,24
"048320","遊羽雑感","大町","桂月","http://www.aozora.gr.jp/cards/000237/files/48320_32587.html",45,41,40,30,25
"053867","いわゆる自然の美と自然の愛","丘","浅次郎","http://www.aozora.gr.jp/cards/001474/files/53867_57493.html",66,58,54,32,21
"050902","疑ひの教育","丘","浅次郎","http://www.aozora.gr.jp/cards/001474/files/50902_57411.html",62,56,50,31,17
"053868","改善は頭から","丘","浅次郎","http://www.aozora.gr.jp/cards/001474/files/53868_57503.html",67,63,58,41,28
"053869","境界なき差別","丘","浅次郎","http://www.aozora.gr.jp/cards/001474/files/53869_57504.html",71,64,56,38,27
"057163","人類の誇大狂","丘","浅次郎","http://www.aozora.gr.jp/cards/001474/files/57163_57410.html",65,58,54,30,21
"056954","人類の将来","丘","浅次郎","http://www.aozora.gr.jp/cards/001474/files/56954_57494.html",64,55,51,30,20
"053870","人間生活の矛盾","丘","浅次郎","http://www.aozora.gr.jp/cards/001474/files/53870_57498.html",71,60,56,36,24
"053871","理科教育の根底","丘","浅次郎","http://www.aozora.gr.jp/cards/001474/files/53871_57499.html",73,67,61,43,26
"043663","科学が臍を曲げた話","丘","丘十郎","http://www.aozora.gr.jp/cards/000160/files/43663_18743.html",59,52,48,34,23
"003357","空気男","丘","丘十郎","http://www.aozora.gr.jp/cards/000160/files/3357_17552.html",57,53,50,34,25
"002685","雪魔","丘","丘十郎","http://www.aozora.gr.jp/cards/000160/files/2685_23961.html",60,57,54,44,30
"000875","地球発狂事件","丘","丘十郎","http://www.aozora.gr.jp/cards/000160/files/875_42450.html",61,54,51,34,23
"003523","ヒルミ夫人の冷蔵鞄","丘","丘十郎","http://www.aozora.gr.jp/cards/000160/files/3523_18462.html",53,48,45,31,21
"001276","茶の本","岡倉","覚三","http://www.aozora.gr.jp/cards/000238/files/1276_31472.html",58,50,47,31,22
"001276","茶の本","岡倉","天心","http://www.aozora.gr.jp/cards/000238/files/1276_31472.html",58,50,47,31,22
"049186","茶の本","岡倉","由三郎","http://www.aozora.gr.jp/cards/000467/files/49186_31864.html",58,50,48,33,27
"049237","子供の霊","岡崎","雪声","http://www.aozora.gr.jp/cards/001354/files/49237_33035.html",53,51,49,36,28
"049238","死神","岡崎","雪声","http://www.aozora.gr.jp/cards/001354/files/49238_33036.html",58,56,55,42,34
"048215","海島冒険奇譚　海底軍艦","小笠原","長生","http://www.aozora.gr.jp/cards/001326/files/48215_33989.html",38,33,30,17,10
"049239","白い蝶","岡田","三郎助","http://www.aozora.gr.jp/cards/001355/files/49239_33005.html",59,53,51,41,34
"003401","跡","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3401_24285.html",58,55,54,43,32
"003396","雨になる朝","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3396_9729.html",53,50,48,40,34
"003213","色ガラスの街","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3213.html",54,51,50,39,31
"003402","さびしい人生興奮","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3402_24286.html",60,57,56,44,36
"003397","障子のある家","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3397_31175.html",56,53,51,40,31
"003403","身辺雑記","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3403_24287.html",60,50,50,40,28
"003405","早春雑記","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3405_24288.html",58,52,51,40,30
"003404","机の前の裸は語る","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3404_24289.html",66,60,59,48,36
"003400","部屋の中","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3400_31176.html",56,52,51,36,30
"003399","私と詩","尾形","亀之助","http://www.aozora.gr.jp/cards/000874/files/3399_31177.html",60,57,57,36,31
"001277","非凡人と凡人の遺書","岡本","一平","http://www.aozora.gr.jp/cards/000239/files/1277_20766.html",55,47,46,30,25
"004996","愛","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4996_15646.html",51,49,46,37,27
"004554","愛よ愛","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4554_15427.html",51,47,43,33,26
"000437","秋雨の追憶","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/437_17666.html",51,47,43,34,29
"004064","秋の七草に添へて","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4064_6485.html",48,43,40,29,22
"004188","秋の夜がたり","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4188_15549.html",54,46,45,34,25
"004182","汗","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4182_15751.html",50,45,42,29,21
"046920","或る秋の紫式部","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46920_33261.html",52,47,45,33,24
"004062","或る男の恋文書式","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4062_7930.html",57,51,48,35,29
"000438","ある男の死","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/438_23855.html",61,57,56,43,36
"004546","異国食餌抄","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4546_15428.html",52,48,47,35,28
"004541","異性に対する感覚を洗練せよ","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4541_15429.html",57,49,45,23,16
"003205","一平氏に","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/3205_23866.html",56,51,48,40,32
"004187","上田秋成の晩年","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4187_17921.html",50,46,44,34,25
"001286","英国メーデーの記","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1286_18896.html",60,52,47,31,24
"050617","越年","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50617_38175.html",61,55,52,41,32
"004553","岡本一平論","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4553_15430.html",53,47,45,26,20
"001285","雛妓","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1285_48142.html",51,44,42,32,24
"046921","おせっかい夫人","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46921_33260.html",61,52,49,38,32
"004552","良人教育十四種","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4552_15431.html",60,54,50,37,24
"003206","男心とはかうしたもの","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/3206_23868.html",57,55,54,37,30
"001288","朧","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1288_7932.html",44,39,38,24,18
"046922","愚かな男の話","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46922_33262.html",68,59,54,41,33
"000441","愚なる（?!）母の散文詩","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/441_18831.html",57,52,51,37,29
"050618","快走","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50618_38176.html",67,62,59,46,34
"043084","街頭","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/43084_22357.html",61,56,52,41,30
"004175","過去世","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4175_14827.html",52,46,43,32,24
"000443","風と裾","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/443_49553.html",0,0,0,0,0
"050619","勝ずば","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50619_38420.html",61,55,52,39,27
"046923","褐色の求道","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46923_33263.html",63,58,55,40,30
"004551","家庭愛増進術","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4551_15432.html",51,46,45,34,24
"004555","かの女の朝","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4555_14826.html",56,49,47,35,26
"046941","ガルスワーシーの家","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46941_33264.html",61,52,48,36,25
"000984","家霊","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/984_19594.html",56,51,46,34,25
"057332","かろきねたみ","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/57332_58012.html",47,43,39,30,19
"004190","川","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4190_17923.html",50,44,42,31,25
"001284","河明り","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1284_14476.html",57,52,49,38,27
"050620","狐","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50620_38421.html",53,46,44,35,24
"046924","気の毒な奥様","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46924_33265.html",64,60,56,41,30
"046925","兄妹","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46925_33266.html",60,53,51,40,27
"000986","狂童女の恋","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/986_14599.html",55,46,45,32,22
"001279","金魚撩乱","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1279_9311.html",54,48,44,32,24
"046929","唇草","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46929_38041.html",60,50,47,35,23
"046926","決闘場","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46926_33267.html",62,57,53,39,27
"046927","健康三題","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46927_33268.html",62,56,53,41,31
"004538","現代若き女性気質集","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4538_15433.html",57,53,50,36,26
"046928","高原の太陽","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46928_38042.html",60,54,51,35,25
"004178","蝙蝠","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4178_17917.html",51,47,44,33,25
"000436","五月の朝の花","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/436_20309.html",57,50,46,37,32
"004061","小町の芍薬","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4061_6486.html",52,45,42,30,18
"001278","渾沌未分","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1278_28154.html",51,44,41,30,22
"004556","桜","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4556_14828.html",34,32,30,20,16
"004543","山茶花","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4543_15434.html",69,63,63,59,40
"004540","時代色","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4540_15435.html",52,46,42,27,19
"000442","慈悲","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/442_49554.html",57,49,47,34,27
"050621","酋長","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50621_38423.html",56,52,49,38,29
"004063","小学生のとき与へられた教訓","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4063_7938.html",59,53,50,32,26
"004679","初夏に座す","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4679_26899.html",56,49,43,31,21
"001281","食魔","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1281_14477.html",52,47,43,31,22
"004065","処女時代の追憶","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4065_7936.html",58,52,49,36,30
"004542","女性崇拝","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4542_15436.html",60,54,52,34,23
"003207","女性と庭","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/3207_3999.html",57,50,43,30,21
"004539","女性の不平とよろこび","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4539_15437.html",54,49,47,36,27
"004550","新時代女性問答","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4550_15438.html",61,53,52,33,24
"001289","新茶","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1289_7934.html",54,47,43,31,24
"001016","鮨","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1016_19596.html",55,50,47,35,26
"046930","荘子","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46930_33269.html",54,50,48,36,24
"001287","雑煮","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1287_7940.html",49,44,37,29,24
"001290","ダミア","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1290_7931.html",45,40,37,25,16
"046931","茶屋知らず物語","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46931_33270.html",55,48,45,32,24
"000439","縮緬のこころ","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/439_49555.html",40,35,33,23,18
"004194","蔦の門","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4194_17922.html",47,42,40,30,23
"001283","鶴は病みき","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1283_5365.html",60,55,53,35,27
"000448","東海道五十三次","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/448_19598.html",58,54,50,39,29
"046933","豆腐買い","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46933_33271.html",61,53,49,38,28
"046942","ドーヴィル物語","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46942_33272.html",65,56,54,42,29
"050622","とと屋禅譚","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50622_38177.html",58,51,47,34,27
"050623","扉の彼方へ","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50623_38424.html",61,55,52,41,30
"046934","取返し物語","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46934_33273.html",52,44,42,34,23
"004184","夏の夜の夢","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4184_17919.html",51,46,44,32,24
"004548","売春婦リゼット","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4548_15439.html",47,43,42,31,21
"046943","バットクラス","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46943_33274.html",62,52,50,31,22
"043035","花は勁し","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/43035_17195.html",54,47,44,31,23
"046935","母と娘","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46935_33275.html",68,63,61,43,32
"004196","巴里祭","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4196_18530.html",61,53,50,38,25
"004547","巴里の秋","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4547_15440.html",49,46,44,35,27
"043085","巴里の唄うたい","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/43085_22359.html",55,50,47,32,22
"043086","巴里のキャフェ","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/43086_22358.html",61,55,50,35,25
"004549","巴里のむす子へ","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4549_15441.html",58,51,50,35,26
"046936","春","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46936_48536.html",60,54,51,39,30
"046937","晩春","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46937_33276.html",66,61,54,39,27
"046938","百喩経","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46938_33277.html",63,57,53,40,29
"004545","病房にたわむ花","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4545_15442.html",55,49,47,33,28
"000440","富士","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/440_14483.html",54,48,45,32,23
"052342","仏教人生読本","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/52342_51795.html",62,55,52,34,24
"050625","噴水物語","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50625_51595.html",59,52,45,27,21
"043087","伯林の落葉","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/43087_22361.html",60,55,50,39,23
"050626","宝永噴火","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50626_47990.html",59,52,49,34,24
"001291","星","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1291_23059.html",62,55,52,36,25
"001282","母子叙情","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/1282_47203.html",59,53,51,38,27
"050627","窓","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50627_58053.html",63,59,56,46,38
"050630","真夏の幻覚","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50630_58054.html",46,42,39,28,23
"000444","みちのく","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/444_20628.html",52,49,47,35,27
"050629","娘","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/50629_38178.html",58,50,47,34,22
"046939","明暗","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46939_38045.html",56,50,47,36,24
"004544","桃のある風景","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4544_15443.html",53,48,45,33,24
"046940","山のコドモ","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/46940_33278.html",3,3,3,1,1
"004192","雪","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/4192_17920.html",54,49,46,33,22
"043089","雪の日","岡本","かの子","http://www.aozora.gr.jp/cards/000076/files/43089_22362.html",66,61,59,46,36
